ID Sensor,Ubicacionn,Fecha y Hora,Temperatura (C),Humedad (%),Nivel de Bateria (%)
S8695,Sótano,2024-10-26 10:08:35,20.9,46.48,51.91
S6777,Sótano,2024-10-26 12:52:35,15.18,31.84,67.21
S8268,Exteriores,2024-10-26 15:02:35,27.71,35.49,14.96
S3272,Edificio A,2024-10-26 00:42:35,25.8,43.75,14.15
S9026,Exteriores,2024-10-26 07:11:35,23.87,32.93,53.79
S8776,Exteriores,2024-10-25 17:17:35,18.81,33.63,84.8
S5246,Edificio B,2024-10-26 08:26:35,29.52,49.95,65.72
S6675,Sótano,2024-10-26 15:17:35,25.41,74.77,46.04
S1457,Sótano,2024-10-26 04:32:35,16.63,39.9,65.66
S4568,Edificio A,2024-10-26 04:22:35,29.06,64.69,16.6
S2842,Exteriores,2024-10-26 01:23:35,21.88,75.85,22.98
S9315,Sótano,2024-10-26 10:20:35,17.29,52.08,60.93
S1516,Sótano,2024-10-26 03:12:35,17.78,52.29,15.12
S6992,Exteriores,2024-10-26 10:38:35,29.26,40.43,64.82
S4183,Edificio B,2024-10-26 00:53:35,24.39,57.45,56.51
S1950,Edificio B,2024-10-26 01:23:35,18.7,51.55,52.8
S5611,Edificio B,2024-10-26 02:32:35,15.47,49.33,97.38
S9414,Exteriores,2024-10-26 08:39:35,22.37,41.38,83.37
S5001,Edificio A,2024-10-26 12:09:35,25.36,39.34,90.4
S2444,Sótano,2024-10-25 19:13:35,20.96,44.5,27.33
S4480,Exteriores,2024-10-25 23:47:35,29.41,70.38,93.23
S2025,Edificio A,2024-10-26 14:33:35,25.37,55.29,61.37
S1007,Edificio B,2024-10-25 23:56:35,16.25,54.69,50.96
S5167,Edificio A,2024-10-25 21:32:35,18.2,45.11,39.06
S5706,Sótano,2024-10-26 01:59:35,24.35,72.7,74.57
S5964,Sótano,2024-10-25 19:58:35,20.2,47.43,11.67
S3710,Exteriores,2024-10-26 03:01:35,29.73,56.07,97.39
S7879,Edificio A,2024-10-25 18:54:35,27.83,69.31,69.55
S7279,Edificio B,2024-10-26 14:50:35,21.37,43.85,88.22
S4680,Edificio A,2024-10-26 07:22:35,24.83,50.66,77.74
S8156,Exteriores,2024-10-26 00:03:35,26.82,40.23,45.31
S6128,Edificio A,2024-10-26 09:47:35,23.45,67.2,41.19
S6445,Sótano,2024-10-26 14:05:35,17.69,62.34,61.12
S8587,Edificio B,2024-10-26 07:10:35,24.72,60.94,44.88
S6989,Edificio B,2024-10-26 13:01:35,24.39,35.5,48.27
S6440,Sótano,2024-10-26 06:56:35,16.09,37.74,13.16
S7067,Exteriores,2024-10-26 08:42:35,16.51,45.11,61.46
S1863,Exteriores,2024-10-25 18:25:35,29.85,63.19,46.42
S2008,Exteriores,2024-10-26 09:16:35,25.73,67.3,12.45
S6174,Edificio B,2024-10-25 17:36:35,26.33,62.42,46.61
S1363,Edificio A,2024-10-26 14:19:35,28.7,57.32,70.79
S5405,Edificio B,2024-10-26 11:47:35,22.3,39.55,25.73
S9977,Sótano,2024-10-25 20:08:35,24.22,71.54,20.68
S7481,Exteriores,2024-10-26 12:53:35,24.11,68.59,73.74
S5806,Edificio B,2024-10-26 03:54:35,28.54,30.69,13.71
S8547,Edificio B,2024-10-26 04:03:35,18.69,33.97,74.81
S2822,Edificio A,2024-10-26 14:22:35,26.42,35.23,53.61
S3712,Sótano,2024-10-26 14:37:35,28.11,30.04,40.04
S1101,Sótano,2024-10-25 21:59:35,28.16,54.09,62.64
S5966,Sótano,2024-10-25 20:14:35,22.45,52.13,64.97
S2894,Edificio A,2024-10-25 19:14:35,21.98,56.11,10.83
S1687,Edificio B,2024-10-26 13:18:35,29.78,48.44,78.9
S5566,Sótano,2024-10-26 08:18:35,29.96,74.43,98.75
S7148,Edificio A,2024-10-26 09:59:35,22.11,39.13,90.54
S4564,Sótano,2024-10-26 07:49:35,26.13,38.02,87.95
S4784,Exteriores,2024-10-25 22:18:35,25.91,42.51,91.71
S6713,Exteriores,2024-10-26 04:59:35,17.74,46.12,99.3
S5921,Sótano,2024-10-26 12:10:35,20.94,36.38,62.18
S7157,Edificio B,2024-10-26 15:15:35,25.89,30.11,71.34
S8786,Sótano,2024-10-26 16:26:35,15.98,51.59,17.62
S2014,Edificio B,2024-10-26 02:04:35,19.46,60.91,40.85
S9314,Sótano,2024-10-26 02:36:35,29.33,43.13,31.17
S8887,Edificio A,2024-10-26 01:39:35,27.52,50.19,43.88
S7517,Edificio A,2024-10-26 15:41:35,27.24,37.78,68.93
S2386,Sótano,2024-10-25 19:59:35,22.86,56.35,14.06
S4343,Sótano,2024-10-25 21:54:35,24.55,68.63,35.53
S5414,Edificio B,2024-10-26 04:36:35,27.93,64.93,67.36
S8265,Edificio B,2024-10-26 04:52:35,15.96,46.61,84.26
S1232,Exteriores,2024-10-26 00:35:35,28.91,52.11,57.59
S1653,Edificio B,2024-10-25 20:36:35,24.41,39.18,32.88
S8219,Exteriores,2024-10-26 01:36:35,25.99,54.23,56.63
S1947,Edificio B,2024-10-26 02:37:35,20.39,67.96,16.07
S6201,Edificio B,2024-10-25 22:27:35,22.87,32.68,86.5
S2243,Edificio B,2024-10-26 09:05:35,21.52,76.31,49.51
S7897,Edificio A,2024-10-26 13:46:35,23.95,59.79,99.15
S9611,Sótano,2024-10-26 16:16:35,23.05,31.02,94.42
S9248,Sótano,2024-10-26 05:12:35,27.88,74.84,98.01
S2932,Edificio B,2024-10-25 19:35:35,16.8,51.42,54.76
S1048,Edificio B,2024-10-26 03:18:35,17.18,41.82,36.48
S4235,Sótano,2024-10-26 11:34:35,17.41,40.01,88.65
S1224,Sótano,2024-10-25 20:32:35,22.51,39.59,49.3
S5845,Sótano,2024-10-26 00:01:35,24.76,46.81,55.16
S8720,Sótano,2024-10-26 03:09:35,16.67,71.54,75.1
S9895,Sótano,2024-10-26 01:40:35,19.17,56.63,86.99
S4995,Edificio A,2024-10-26 14:28:35,19.87,43.92,68.58
S9418,Sótano,2024-10-25 18:52:35,27.51,53.72,51.41
S8915,Exteriores,2024-10-26 09:55:35,15.24,55.75,98.29
S9166,Edificio A,2024-10-25 17:27:35,15.13,61.44,29.42
S1840,Sótano,2024-10-26 03:48:35,19.04,43.71,49.27
S4763,Edificio B,2024-10-26 02:08:35,21.08,62.99,48.97
S4403,Edificio B,2024-10-26 08:26:35,18.5,60.01,51.19
S1838,Edificio A,2024-10-25 17:55:35,17.88,35.88,58.53
S6949,Edificio B,2024-10-26 13:08:35,23.66,50.47,22.52
S3379,Edificio B,2024-10-25 19:28:35,29.56,66.69,73.89
S5373,Edificio B,2024-10-25 21:22:35,15.01,41.48,20.88
S5622,Exteriores,2024-10-26 07:21:35,16.77,76.37,38.76
S6701,Sótano,2024-10-25 19:04:35,18.42,47.1,93.49
S7680,Sótano,2024-10-26 11:29:35,15.06,44.18,61.27
S4907,Exteriores,2024-10-26 10:19:35,28.24,54.32,82.55
S9825,Edificio B,2024-10-26 14:35:35,21.35,31.41,96.57
S8999,Edificio A,2024-10-26 14:30:35,20.61,74.74,81.5
S6225,Sótano,2024-10-25 21:54:35,28.66,72.36,34.2
S6677,Edificio A,2024-10-26 05:42:35,27.01,38.27,46.12
S8516,Exteriores,2024-10-25 21:54:35,29.45,74.89,71.53
S3860,Edificio B,2024-10-26 09:40:35,16.09,63.3,84.11
S7046,Sótano,2024-10-26 11:44:35,17.59,70.33,75.83
S1465,Sótano,2024-10-26 09:54:35,20.69,42.73,42.39
S3003,Edificio B,2024-10-25 19:15:35,16.2,46.38,71.01
S2827,Edificio B,2024-10-25 18:59:35,21.47,55.25,94.96
S9241,Edificio B,2024-10-26 05:19:35,22.48,56.33,53.6
S5207,Exteriores,2024-10-26 06:00:35,15.01,57.65,11.86
S4887,Exteriores,2024-10-26 02:09:35,26.56,76.04,33.94
S4409,Exteriores,2024-10-26 04:40:35,25.14,68.42,26.45
S8540,Edificio B,2024-10-26 03:07:35,16.46,76.61,58.12
S9181,Edificio B,2024-10-26 06:48:35,18.47,30.95,68.01
S8543,Sótano,2024-10-25 22:27:35,28.32,69.87,47.89
S1265,Edificio B,2024-10-26 07:04:35,22.95,61.78,20.98
S3273,Edificio B,2024-10-26 15:10:35,24.88,36.58,11.38
S5299,Edificio A,2024-10-26 03:46:35,20.02,71.99,65.84
S2159,Edificio A,2024-10-26 08:40:35,23.83,42.93,83.63
S6698,Edificio A,2024-10-26 07:34:35,25.49,50.82,60.62
S3624,Exteriores,2024-10-26 00:08:35,17.14,51.83,54.79
S1322,Edificio A,2024-10-26 02:37:35,21.63,58.38,68.94
S8731,Edificio B,2024-10-26 09:44:35,28.99,43.54,44.98
S5016,Sótano,2024-10-26 13:21:35,15.1,63.97,90.68
S9431,Edificio B,2024-10-25 23:40:35,21.81,60.71,74.12
S1615,Edificio B,2024-10-25 19:02:35,23.49,67.62,90.73
S1659,Edificio A,2024-10-26 04:35:35,22.52,78.16,73.41
S5760,Edificio B,2024-10-26 03:49:35,22.63,47.48,42.13
S7323,Edificio B,2024-10-26 09:39:35,24.28,66.24,37.22
S4362,Exteriores,2024-10-25 17:59:35,26.15,55.5,48.14
S6999,Edificio A,2024-10-26 10:01:35,21.48,41.68,66.41
S6750,Sótano,2024-10-26 08:12:35,26.63,54.65,18.21
S2633,Sótano,2024-10-26 08:47:35,25.08,39.24,85.0
S7007,Edificio A,2024-10-26 05:07:35,29.64,65.25,34.94
S8816,Edificio B,2024-10-26 12:32:35,15.1,53.27,29.12
S7807,Exteriores,2024-10-26 16:22:35,27.19,60.68,70.9
S7943,Edificio A,2024-10-26 00:40:35,19.84,74.98,27.2
S4885,Sótano,2024-10-25 19:07:35,20.23,49.34,65.86
S5340,Sótano,2024-10-26 06:03:35,29.03,62.68,50.11
S9097,Edificio B,2024-10-26 03:32:35,27.74,66.48,65.79
S1277,Edificio B,2024-10-25 19:26:35,26.4,67.81,70.14
S9689,Exteriores,2024-10-26 02:12:35,18.63,50.55,44.17
S8372,Edificio A,2024-10-26 15:52:35,16.44,36.27,60.81
S7867,Sótano,2024-10-26 06:22:35,21.74,53.43,41.75
S1984,Sótano,2024-10-26 05:45:35,20.59,41.02,55.16
S4426,Edificio B,2024-10-25 22:50:35,26.66,78.3,50.74
S5311,Edificio B,2024-10-26 02:00:35,15.35,74.31,86.72
S9889,Edificio A,2024-10-26 08:33:35,26.21,44.76,87.7
S3717,Sótano,2024-10-25 21:15:35,28.8,72.78,56.72
S7162,Edificio B,2024-10-26 07:33:35,20.05,55.07,58.77
S2430,Edificio B,2024-10-25 23:36:35,16.39,40.41,87.23
S2970,Exteriores,2024-10-26 09:30:35,16.26,30.23,94.5
S9220,Sótano,2024-10-26 02:02:35,19.84,48.63,56.85
S1973,Edificio A,2024-10-26 14:26:35,26.86,59.16,59.97
S6649,Edificio A,2024-10-25 18:57:35,17.67,38.88,23.35
S7974,Edificio B,2024-10-26 09:52:35,16.81,32.55,99.38
S5615,Exteriores,2024-10-26 06:33:35,19.3,61.46,26.1
S5391,Edificio B,2024-10-26 00:06:35,16.24,46.64,86.02
S9571,Exteriores,2024-10-26 07:03:35,29.43,48.85,52.51
S9866,Sótano,2024-10-26 15:15:35,27.5,34.34,86.32
S4122,Sótano,2024-10-26 01:28:35,26.34,42.46,19.79
S9576,Edificio A,2024-10-26 16:32:35,15.47,56.2,23.71
S7206,Edificio A,2024-10-26 16:40:35,20.04,35.75,75.13
S1618,Exteriores,2024-10-26 13:12:35,21.15,33.8,27.69
S4130,Exteriores,2024-10-26 03:01:35,22.58,34.93,91.5
S6716,Edificio B,2024-10-26 04:25:35,26.6,75.72,97.24
S5394,Edificio B,2024-10-25 21:38:35,27.02,43.59,90.33
S2889,Edificio B,2024-10-25 17:46:35,23.15,79.0,76.05
S1624,Sótano,2024-10-26 07:49:35,24.69,50.65,63.73
S1807,Edificio A,2024-10-26 03:29:35,20.77,61.77,39.37
S4892,Sótano,2024-10-26 04:35:35,20.59,58.2,89.86
S9899,Sótano,2024-10-25 21:37:35,16.19,44.89,70.76
S9255,Exteriores,2024-10-26 16:06:35,22.93,40.84,92.79
S2215,Edificio A,2024-10-25 17:01:35,28.33,69.28,84.7
S2440,Sótano,2024-10-26 10:31:35,18.56,72.41,92.18
S2905,Edificio A,2024-10-26 08:17:35,20.31,34.75,63.61
S6010,Edificio A,2024-10-26 04:30:35,18.35,31.96,34.55
S5945,Sótano,2024-10-25 18:40:35,28.05,63.51,31.23
S4142,Sótano,2024-10-26 05:22:35,28.6,44.05,59.17
S6281,Exteriores,2024-10-26 07:47:35,19.52,46.67,34.45
S8176,Sótano,2024-10-26 12:10:35,27.98,40.82,39.79
S3635,Exteriores,2024-10-26 12:15:35,18.88,45.55,81.07
S3838,Sótano,2024-10-26 02:10:35,16.61,57.21,79.76
S7110,Edificio A,2024-10-26 06:47:35,27.57,62.16,73.61
S2697,Edificio B,2024-10-25 23:28:35,25.16,37.65,92.16
S8490,Sótano,2024-10-26 00:22:35,18.3,70.38,19.51
S3013,Sótano,2024-10-25 20:58:35,16.99,39.4,18.81
S4859,Edificio A,2024-10-26 11:18:35,28.47,69.39,16.87
S9340,Sótano,2024-10-25 17:26:35,19.99,61.66,97.41
S2576,Sótano,2024-10-26 15:41:35,19.85,37.98,54.22
S9970,Exteriores,2024-10-26 09:36:35,26.33,31.7,76.65
S1005,Sótano,2024-10-26 15:28:35,22.48,51.14,87.12
S6207,Sótano,2024-10-26 05:09:35,15.73,42.38,63.44
S9625,Sótano,2024-10-26 11:06:35,20.06,46.28,30.24
S1136,Exteriores,2024-10-26 13:48:35,17.02,31.23,78.55
S7875,Sótano,2024-10-26 09:22:35,25.3,61.25,39.11
S1357,Exteriores,2024-10-26 16:36:35,23.88,51.08,20.15
S2540,Edificio B,2024-10-25 19:42:35,21.2,40.99,11.29
S6116,Sótano,2024-10-26 09:50:35,17.05,60.33,86.34
S6383,Edificio A,2024-10-26 09:54:35,26.08,67.6,73.14
S6585,Sótano,2024-10-25 18:35:35,19.5,45.06,73.12
S7626,Edificio B,2024-10-25 20:13:35,17.77,38.94,38.15
S3893,Sótano,2024-10-26 00:59:35,17.35,77.69,87.7
S6973,Sótano,2024-10-26 07:44:35,17.81,56.7,21.6
S1893,Edificio B,2024-10-26 13:08:35,22.46,30.56,88.18
S3065,Edificio A,2024-10-25 19:54:35,17.65,33.89,68.44
S4026,Edificio B,2024-10-25 17:06:35,17.39,66.65,30.65
S2437,Edificio A,2024-10-26 07:29:35,16.47,76.26,84.16
S8002,Exteriores,2024-10-26 10:46:35,22.63,52.43,71.55
S1279,Edificio B,2024-10-25 20:36:35,25.81,65.05,81.81
S4709,Edificio B,2024-10-25 17:48:35,27.12,70.63,60.22
S8649,Edificio A,2024-10-25 16:48:35,18.98,51.7,82.13
S3563,Edificio A,2024-10-26 16:39:35,16.25,78.2,65.05
S1324,Sótano,2024-10-26 03:40:35,28.93,30.83,83.62
S6191,Edificio A,2024-10-26 12:53:35,27.19,68.14,13.34
S5994,Edificio B,2024-10-26 01:08:35,29.71,41.87,11.72
S2538,Edificio A,2024-10-26 07:31:35,26.21,65.64,59.44
S2524,Edificio B,2024-10-26 08:04:35,27.96,63.22,10.15
S6967,Sótano,2024-10-26 04:20:35,16.39,53.55,93.2
S6265,Exteriores,2024-10-25 18:03:35,17.12,30.68,27.37
S6001,Exteriores,2024-10-26 11:52:35,18.87,38.19,28.96
S9320,Exteriores,2024-10-26 11:59:35,19.75,75.54,72.99
S8361,Sótano,2024-10-25 17:07:35,23.03,33.27,11.18
S8181,Sótano,2024-10-25 23:57:35,22.97,51.76,11.57
S6692,Edificio A,2024-10-26 15:38:35,29.05,58.21,91.74
S9982,Exteriores,2024-10-25 19:42:35,22.14,57.34,96.87
S7950,Sótano,2024-10-26 14:45:35,21.8,68.35,33.79
S1158,Sótano,2024-10-26 09:59:35,17.48,76.64,13.21
S6435,Edificio A,2024-10-26 05:34:35,25.98,45.5,12.04
S5323,Sótano,2024-10-25 21:39:35,21.78,36.95,28.3
S9042,Edificio B,2024-10-26 15:30:35,29.32,52.11,93.32
S9843,Exteriores,2024-10-26 00:09:35,26.99,75.31,36.5
S6555,Exteriores,2024-10-25 23:02:35,21.86,32.52,34.65
S9752,Sótano,2024-10-26 14:49:35,25.76,46.47,45.17
S9758,Edificio A,2024-10-25 18:01:35,17.56,78.23,35.2
S4320,Edificio A,2024-10-26 13:51:35,20.57,53.98,75.86
S3736,Sótano,2024-10-26 06:19:35,29.98,67.99,43.48
S6349,Sótano,2024-10-25 20:25:35,21.39,70.31,40.74
S3303,Sótano,2024-10-26 08:48:35,27.89,45.31,20.74
S6874,Edificio A,2024-10-26 01:14:35,19.47,61.97,74.67
S4039,Edificio A,2024-10-26 09:01:35,26.6,44.67,95.88
S6201,Sótano,2024-10-25 18:47:35,20.88,58.23,95.09
S2921,Edificio A,2024-10-26 06:16:35,20.31,40.18,67.42
S9451,Edificio A,2024-10-26 07:52:35,29.72,39.31,62.29
S7723,Edificio A,2024-10-26 01:58:35,20.63,30.92,69.28
S2077,Edificio B,2024-10-26 13:44:35,21.43,59.58,73.07
S7363,Edificio A,2024-10-25 20:46:35,18.21,35.83,63.23
S8550,Edificio A,2024-10-26 08:14:35,26.13,37.22,45.12
S3712,Edificio B,2024-10-26 16:11:35,29.23,33.54,25.61
S4111,Edificio A,2024-10-26 10:43:35,25.0,44.43,71.61
S5121,Edificio B,2024-10-25 21:43:35,15.43,31.78,26.18
S5189,Exteriores,2024-10-25 22:41:35,17.84,67.17,57.89
S8745,Edificio B,2024-10-26 09:28:35,17.07,58.69,79.71
S4710,Edificio B,2024-10-26 11:50:35,16.39,33.81,48.58
S1330,Sótano,2024-10-25 22:22:35,24.51,54.11,77.25
S9473,Exteriores,2024-10-26 07:35:35,20.92,51.26,78.53
S1924,Exteriores,2024-10-26 05:01:35,15.86,77.59,71.4
S1121,Edificio A,2024-10-26 08:23:35,29.76,68.79,23.67
S9714,Exteriores,2024-10-26 10:38:35,16.12,71.41,48.36
S2435,Edificio B,2024-10-26 02:52:35,19.45,73.6,23.22
S9825,Edificio B,2024-10-26 01:49:35,19.01,39.13,21.23
S5841,Edificio B,2024-10-25 18:13:35,29.35,33.26,32.03
S8325,Exteriores,2024-10-26 01:44:35,25.74,55.43,37.59
S3463,Edificio B,2024-10-26 01:32:35,19.73,69.36,37.6
S2992,Sótano,2024-10-25 20:40:35,27.71,45.35,23.36
S8583,Edificio B,2024-10-26 00:40:35,21.78,51.43,20.08
S8888,Edificio A,2024-10-26 16:09:35,25.22,75.73,95.32
S1394,Sótano,2024-10-26 15:41:35,21.7,35.41,34.46
S4005,Sótano,2024-10-26 02:33:35,21.97,37.07,45.29
S4039,Sótano,2024-10-26 11:15:35,23.99,51.35,18.9
S8835,Sótano,2024-10-25 21:12:35,18.82,68.51,33.29
S4201,Edificio B,2024-10-25 23:51:35,21.07,75.96,83.96
S7793,Edificio B,2024-10-25 23:48:35,17.76,75.41,56.8
S5758,Edificio A,2024-10-25 17:07:35,19.08,39.77,47.98
S7744,Edificio B,2024-10-26 03:26:35,26.77,73.43,56.34
S1341,Edificio A,2024-10-25 21:42:35,26.92,36.39,79.6
S6440,Exteriores,2024-10-26 11:51:35,28.85,54.3,62.67
S5123,Exteriores,2024-10-26 12:14:35,28.42,45.7,88.58
S6565,Exteriores,2024-10-25 17:53:35,23.65,48.07,48.74
S3591,Edificio A,2024-10-26 09:07:35,28.89,59.64,65.34
S5674,Exteriores,2024-10-26 13:08:35,20.14,61.73,53.33
S3897,Exteriores,2024-10-26 05:27:35,19.34,58.06,66.02
S8656,Edificio B,2024-10-26 12:49:35,25.35,69.4,92.04
S4020,Exteriores,2024-10-26 12:07:35,27.36,59.47,18.39
S8794,Sótano,2024-10-25 23:52:35,29.86,56.78,84.77
S1949,Exteriores,2024-10-26 06:50:35,15.33,72.7,17.81
S1611,Sótano,2024-10-26 13:40:35,15.44,65.09,62.62
S7584,Sótano,2024-10-26 01:59:35,21.38,58.73,84.72
S5848,Edificio A,2024-10-26 15:18:35,19.18,77.48,23.25
S9472,Edificio A,2024-10-25 23:52:35,15.65,73.97,52.14
S1399,Exteriores,2024-10-25 19:24:35,27.3,32.99,38.56
S5358,Edificio B,2024-10-26 04:18:35,19.87,41.48,57.13
S7720,Edificio B,2024-10-26 12:15:35,22.8,53.1,20.43
S8607,Exteriores,2024-10-26 10:04:35,22.24,56.02,36.48
S9380,Exteriores,2024-10-25 23:39:35,24.49,46.92,72.79
S6909,Exteriores,2024-10-26 13:32:35,24.4,78.04,74.91
S3294,Edificio B,2024-10-26 00:07:35,26.96,73.09,42.93
S1989,Exteriores,2024-10-26 05:06:35,26.88,60.93,90.22
S1380,Exteriores,2024-10-26 02:24:35,26.37,73.51,28.63
S3788,Edificio A,2024-10-26 09:22:35,17.15,35.36,90.97
S1783,Edificio B,2024-10-26 15:42:35,27.78,39.75,94.11
S6264,Edificio B,2024-10-26 10:16:35,25.32,63.14,52.95
S3764,Edificio B,2024-10-26 01:21:35,19.64,50.49,80.43
S8163,Edificio B,2024-10-26 11:44:35,16.93,58.3,17.07
S6440,Edificio B,2024-10-26 12:24:35,16.53,34.37,65.88
S2423,Sótano,2024-10-25 19:04:35,24.37,70.99,50.1
S2994,Edificio A,2024-10-26 14:47:35,26.38,33.08,13.76
S8170,Edificio B,2024-10-26 00:07:35,28.73,32.99,80.88
S8601,Sótano,2024-10-25 18:19:35,19.82,76.17,20.79
S5177,Sótano,2024-10-25 23:40:35,25.68,75.85,20.59
S7978,Exteriores,2024-10-26 14:19:35,16.37,71.39,90.87
S5529,Edificio A,2024-10-25 20:34:35,19.93,45.51,12.96
S9941,Edificio B,2024-10-26 01:11:35,18.38,63.56,60.14
S8908,Sótano,2024-10-25 18:07:35,22.95,79.24,69.89
S9598,Exteriores,2024-10-26 05:17:35,19.05,37.66,96.64
S6390,Exteriores,2024-10-25 16:47:35,23.49,77.53,95.52
S1702,Edificio A,2024-10-26 08:31:35,29.18,59.26,76.61
S5298,Edificio A,2024-10-25 20:30:35,25.92,34.07,30.99
S8714,Edificio A,2024-10-26 13:52:35,22.87,57.35,96.66
S5922,Exteriores,2024-10-25 22:57:35,25.72,73.99,10.5
S9306,Exteriores,2024-10-26 13:46:35,26.43,59.82,52.36
S6891,Exteriores,2024-10-26 08:01:35,24.48,79.57,97.26
S3793,Sótano,2024-10-26 01:16:35,20.31,62.11,44.2
S8649,Exteriores,2024-10-26 10:58:35,20.26,48.45,81.9
S5145,Exteriores,2024-10-26 06:48:35,28.24,47.81,13.71
S2054,Sótano,2024-10-25 18:06:35,28.52,51.96,95.47
S3844,Edificio B,2024-10-25 20:37:35,17.54,44.17,56.68
S3035,Exteriores,2024-10-26 06:43:35,29.11,46.35,88.64
S9141,Edificio A,2024-10-26 12:51:35,25.06,51.77,14.88
S2980,Exteriores,2024-10-26 09:38:35,26.87,37.88,16.58
S1318,Exteriores,2024-10-26 07:41:35,20.18,77.79,46.09
S4042,Edificio A,2024-10-25 16:47:35,29.05,53.9,58.95
S2405,Sótano,2024-10-26 05:19:35,15.51,59.2,56.29
S6033,Exteriores,2024-10-26 01:55:35,28.41,51.2,46.7
S1427,Exteriores,2024-10-26 04:29:35,27.09,52.27,56.38
S9462,Sótano,2024-10-25 17:25:35,21.08,51.76,60.55
S7940,Sótano,2024-10-25 21:59:35,24.55,70.58,96.82
S6009,Exteriores,2024-10-25 17:01:35,23.92,63.68,33.63
S4960,Sótano,2024-10-26 01:47:35,18.53,65.56,92.51
S9242,Sótano,2024-10-25 22:51:35,21.24,58.04,61.11
S3980,Sótano,2024-10-26 11:12:35,15.41,57.69,60.4
S8735,Exteriores,2024-10-26 14:02:35,27.99,62.57,83.35
S3648,Edificio A,2024-10-26 07:47:35,15.3,59.15,54.52
S5721,Edificio B,2024-10-25 22:51:35,22.4,44.83,21.54
S8168,Edificio B,2024-10-26 14:33:35,19.34,56.54,47.37
S6332,Edificio A,2024-10-26 01:06:35,15.25,39.97,87.04
S8148,Sótano,2024-10-26 01:20:35,21.33,76.18,10.43
S9665,Sótano,2024-10-26 02:39:35,25.49,70.06,48.27
S9095,Edificio B,2024-10-25 17:37:35,27.75,48.35,52.52
S1791,Sótano,2024-10-26 16:39:35,20.96,54.77,91.4
S1194,Sótano,2024-10-26 10:06:35,27.25,39.55,42.58
S7193,Exteriores,2024-10-25 21:59:35,21.39,31.97,71.2
S2961,Sótano,2024-10-26 15:22:35,29.53,62.16,42.65
S5552,Exteriores,2024-10-25 19:49:35,28.37,52.96,53.47
S1024,Exteriores,2024-10-26 10:38:35,21.48,57.41,49.57
S2217,Sótano,2024-10-26 00:14:35,17.76,72.99,95.2
S1253,Edificio A,2024-10-26 01:25:35,21.46,43.21,76.04
S1986,Edificio A,2024-10-25 23:47:35,21.33,58.21,74.71
S6398,Sótano,2024-10-25 20:54:35,15.4,50.11,15.73
S8698,Edificio B,2024-10-26 12:28:35,18.61,57.62,95.04
S5518,Exteriores,2024-10-26 10:56:35,17.03,67.41,65.78
S6767,Sótano,2024-10-26 09:37:35,22.65,50.97,60.2
S1412,Edificio A,2024-10-26 03:22:35,29.83,49.08,57.72
S2179,Edificio A,2024-10-25 22:38:35,24.67,72.53,50.35
S7271,Edificio B,2024-10-26 03:34:35,22.16,68.18,95.07
S5111,Sótano,2024-10-26 11:26:35,21.18,47.31,66.64
S6981,Edificio A,2024-10-26 06:07:35,25.88,43.81,59.34
S1874,Edificio A,2024-10-26 14:38:35,26.32,50.41,86.91
S3910,Sótano,2024-10-25 18:38:35,23.02,38.23,78.99
S2268,Edificio B,2024-10-25 17:10:35,25.28,40.28,37.17
S4494,Edificio A,2024-10-26 03:32:35,27.34,73.54,28.09
S8359,Exteriores,2024-10-26 05:22:35,24.62,41.79,40.5
S5255,Sótano,2024-10-25 18:02:35,22.37,52.45,34.7
S9972,Edificio B,2024-10-25 18:25:35,19.21,78.22,37.3
S9646,Sótano,2024-10-25 19:24:35,26.12,75.08,78.95
S4589,Sótano,2024-10-26 11:01:35,29.3,55.88,25.3
S2279,Edificio B,2024-10-25 21:24:35,21.78,36.27,36.57
S3083,Sótano,2024-10-25 17:11:35,15.15,42.52,72.14
S3626,Sótano,2024-10-26 10:43:35,16.66,56.74,68.58
S5612,Edificio B,2024-10-25 21:34:35,23.09,45.94,56.48
S3294,Sótano,2024-10-25 19:04:35,19.7,41.48,44.38
S7957,Edificio B,2024-10-26 13:29:35,17.97,74.95,12.01
S8525,Exteriores,2024-10-26 14:41:35,24.03,60.77,85.24
S9098,Sótano,2024-10-26 04:20:35,17.52,59.6,79.01
S1903,Edificio B,2024-10-26 09:12:35,26.42,68.67,65.35
S5431,Exteriores,2024-10-26 02:32:35,21.88,71.9,19.07
S7898,Exteriores,2024-10-25 19:06:35,22.96,67.1,19.09
S9212,Edificio A,2024-10-26 04:56:35,28.78,47.49,23.61
S7637,Edificio A,2024-10-26 09:21:35,22.84,67.98,88.32
S6827,Edificio A,2024-10-26 13:21:35,22.79,63.75,38.82
S8094,Exteriores,2024-10-25 19:34:35,27.69,53.02,98.93
S6396,Edificio A,2024-10-25 19:47:35,17.65,48.25,39.26
S5674,Edificio B,2024-10-26 13:34:35,19.62,76.63,87.12
S3108,Sótano,2024-10-26 00:13:35,21.17,51.81,15.59
S9786,Exteriores,2024-10-25 17:01:35,18.56,51.83,15.01
S1063,Sótano,2024-10-26 05:29:35,28.65,72.31,87.75
S2449,Exteriores,2024-10-26 15:40:35,19.78,50.64,51.44
S3648,Exteriores,2024-10-25 17:06:35,23.77,32.57,42.98
S8365,Edificio B,2024-10-26 13:20:35,17.49,37.64,80.68
S1524,Edificio B,2024-10-25 21:36:35,27.6,43.99,44.06
